"HSP ID","help","Gender","Gender_Other","Age","Culture","Culture_Other","First_Lanuage","First_Lanuage_O","First_Lanuage_2","English_Years","English_Fluent","Nationality","Years_Canada","Old_Move_Canada","Religion","Religion_Other","Handedness","Political","Year_School","CG1","CG2","CG3","CI1","CI2","CI3","SS1","SS2","SS3","SO1","SO2","SO3","DM1","DM2","DM3","DP1","DP2","DP3","DG1","DG2","DG3","HSP ID_decline","help_decline","Gender_decline","Gender_Other_decline","Age_decline","Culture_decline","Culture_Other_decline","First_Lanuage_decline","First_Lanuage_O_decline","First_Lanuage_2_decline","English_Years_decline","English_Fluent_decline","Nationality_decline","Years_Canada_decline","Old_Move_Canada_decline","Religion_decline","Religion_Other_decline","Handedness_decline","Political_decline","Year_School_decline","CG1_decline","CG2_decline","CG3_decline","CI1_decline","CI2_decline","CI3_decline","SS1_decline","SS2_decline","SS3_decline","SO1_decline","SO2_decline","SO3_decline","DM1_decline","DM2_decline","DM3_decline","DP1_decline","DP2_decline","DP3_decline","DG1_decline","DG2_decline","DG3_decline","item_decline_total","Age_Group","keep_case","random_split"
"15450430","Yes",1,NA,25,"European",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada",NA,NA,"Mostly right handed","Moderately liberal",4,4,4,4,2,5,3,3,6,5,4,4,3,4,5,5,5,4,5,5,5,7,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"11170823","Yes",1,NA,25,"South East Asian",NA,"Tagalong",NA,NA,NA,"7. Completely fluent","Filipino","6","18","Other","Roman Catholic","Mostly right handed","Moderately liberal",5,3,4,4,3,5,4,5,4,4,5,4,5,4,4,4,5,4,6,6,7,7,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"22460409","Yes",2,NA,34,"European",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Christian",NA,"Mostly right handed","Moderately liberal",5,5,4,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
"28770508","Yes",2,NA,23,"Other","Mixed (European/East Asian)","English",NA,NA,NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Agnostic",NA,"Mostly left handed","Slightly liberal",4,1,2,3,2,4,6,5,5,5,4,4,4,4,3,2,3,3,5,4,4,4,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"72380119",NA,1,NA,49,"European",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada",NA,NA,"Mostly right handed","Moderately liberal",4,3,4,4,6,4,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
"12630109","Yes",1,NA,23,"East Asian",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian",NA,"18","Christian",NA,"Mostly right handed",NA,5,6,6,7,7,5,6,5,6,4,5,3,3,3,6,6,7,5,3,3,4,3,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"16470424","No",1,NA,24,"European",NA,"English",NA,NA,NA,"7. Completely fluent","canadian",NA,"Not applicable--I was born in Canada","Agnostic",NA,"Mostly left handed","Moderately liberal",5,4,4,5,5,5,4,5,4,5,6,6,6,4,2,3,3,4,5,6,6,6,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
"11451219","Yes",2,NA,23,"Middle Eastern",NA,"Other","Arabic",NA,"6","7. Completely fluent","Saudi Arabian","6","18","Nonreligious",NA,"Mostly right handed","Strongly liberal",4,7,7,7,7,7,7,5,6,6,6,7,6,4,1,4,6,6,6,5,7,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
"81490302","Yes",1,NA,NA,"East Asian",NA,"Cantonese",NA,NA,NA,"6",NA,NA,NA,NA,NA,"Mostly right handed",NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,18,NA,0,0
"48481229","Yes",2,NA,22,"South Asian",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian","20+","Not applicable--I was born in Canada","Atheist",NA,"Mostly right handed","Strongly liberal",3,3,1,2,7,7,6,1,7,2,1,1,2,1,2,1,1,3,7,7,7,6,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
"39520404",NA,1,NA,23,"Middle Eastern",NA,"Farsi",NA,NA,"20","7. Completely fluent","Persian","10","13","Agnostic",NA,"Mostly right handed","Moderately liberal",5,5,4,5,4,5,5,5,3,3,5,4,5,3,6,6,6,5,6,6,7,6,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
"17420627","Yes",2,NA,23,"East Asian",NA,"Mandarin",NA,NA,"15","7. Completely fluent","Canada","15","8","Atheist",NA,"Mostly right handed","Neutral/moderate",4,5,4,5,4,6,5,5,6,5,4,4,4,4,3,4,5,2,6,5,5,6,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"32871020","Yes",1,NA,22,"East Asian",NA,"English",NA,NA,NA,"7. Completely fluent","canadian",NA,"Not applicable--I was born in Canada","Nonreligious",NA,"Mostly right handed","Moderately liberal",5,5,5,5,6,3,4,3,5,4,5,3,3,3,5,5,5,5,5,6,6,6,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
"14320627",NA,1,NA,23,"South Asian",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Agnostic",NA,"Mostly right handed","Moderately liberal",3,2,2,2,2,3,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,3,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"19560309","Yes",1,NA,23,"Other","East Asian and Middle Eastern","Both English and another language",NA,"Japanese and Farsi",NA,"7. Completely fluent","Canada","6","18","Baha'i",NA,"Mostly left handed","Slightly liberal",5,4,5,6,5,6,6,6,7,6,6,5,6,6,7,7,7,6,5,5,6,5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"29110215","Yes",1,NA,23,"European",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian","20+","Not applicable--I was born in Canada","Agnostic",NA,"Mostly right handed","Strongly liberal",4,4,4,5,5,5,4,4,5,4,6,5,5,5,5,5,4,4,5,4,5,5,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"50940513","I don't know",1,NA,24,"South East Asian",NA,"Both English and another language",NA,"tagalog",NA,"6","Canadian","6","18","Other","Roman Catholic","Mostly right handed",NA,5,5,5,5,5,5,4,2,5,4,4,4,2,4,2,2,5,4,5,5,7,6,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"11870417","Yes",1,NA,23,"East Asian",NA,"Mandarin",NA,NA,"21","7. Completely fluent","Taiwanese Canadian","20+","2","Nonreligious",NA,"Mostly right handed","Moderately liberal",5,2,2,6,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"1111111","Yes",2,NA,11,"First Nations",NA,"English",NA,NA,NA,"1. Not fluent","canadian","1","Not applicable--I was born in Canada","Nonreligious",NA,"Ambidextrious","Neutral/moderate",2,3,NA,6,4,1,6,5,4,4,1,1,NA,1,1,1,1,7,7,1,7,7,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1
"34720317","Yes",1,NA,NA,"South Asian",NA,"Both English and another language",NA,"Punjabi",NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Sikh",NA,"Mostly right handed","Strongly liberal",5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0
"23491121","No",3,"Non-binary",22,"East Asian",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Atheist",NA,"Mostly right handed","Strongly liberal",3,1,1,4,2,4,4,2,1,1,3,1,2,1,2,1,2,1,4,1,5,2,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"45040602",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"7. Completely fluent",NA,"20+","1","Christian",NA,"Mostly right handed","Moderately liberal",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,NA,0,1
"10910116","Yes",1,NA,26,"South Asian",NA,"English",NA,NA,NA,"6","Canadian","14","13","Hindu",NA,"Mostly right handed","Neutral/moderate",4,5,5,5,5,5,4,5,5,5,5,5,4,4,5,4,5,4,5,3,5,5,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"26300522","Yes",1,NA,23,"East Asian",NA,"Mandarin",NA,NA,"18","7. Completely fluent","Taiwanese Canadian","18","6",NA,NA,"Mostly right handed","Slightly liberal",5,4,4,4,4,5,4,6,5,5,6,4,4,4,4,4,4,4,4,3,5,4,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"17380413","I don't know",1,NA,23,"Middle Eastern",NA,"Farsi",NA,NA,"14","7. Completely fluent","Iranian","14","9","Muslim",NA,"Mostly right handed","Strongly liberal",5,4,3,5,5,6,5,3,7,4,5,4,3,3,4,6,7,5,7,7,7,6,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
"37220921",NA,1,NA,21,"East Asian",NA,"English",NA,NA,NA,"7. Completely fluent","canadian",NA,"Not applicable--I was born in Canada",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,3,0,1
"42490715","Yes",1,NA,23,"Other","Caucasian","English",NA,NA,NA,"7. Completely fluent","French Ukrainian","20+","Not applicable--I was born in Canada","Christian",NA,"Mostly right handed","Neutral/moderate",4,3,2,2,2,2,2,3,2,1,5,2,1,1,2,2,2,2,3,3,3,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
"52200626","Yes",2,NA,34,"European",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Nonreligious",NA,"Mostly right handed","Moderately liberal",4,3,3,3,3,3,5,5,5,6,6,6,7,6,5,5,5,5,5,5,6,5,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"26570318","Yes",1,NA,21,"European",NA,"Both English and another language",NA,"French",NA,"7. Completely fluent","Canadian and French",NA,"Not applicable--I was born in Canada","Atheist",NA,"Mostly right handed",NA,5,5,4,5,6,7,7,7,7,7,5,6,6,4,6,6,7,6,7,5,7,5,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,1,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"34320822","Yes",1,NA,22,"European",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Atheist",NA,"Mostly right handed","Strongly liberal",3,4,1,5,4,5,4,3,3,3,5,5,5,4,4,6,6,6,6,6,7,7,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"15620715","Yes",2,NA,23,"East Asian",NA,"Korean",NA,NA,"11","6","Republic of Korea (South Korea)","2","20+","Christian",NA,"Mostly right handed","Slightly liberal",3,5,5,6,3,5,6,2,6,4,6,2,5,3,5,5,5,5,5,4,6,6,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
"25310102","Yes",1,NA,23,"East Asian",NA,"Mandarin",NA,NA,"7","6","china","7","16","Atheist",NA,"Mostly right handed","Slightly liberal",4,2,1,2,2,6,2,5,4,2,3,2,3,1,1,2,2,3,6,1,2,6,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
"11730930","Yes",3,"Agender",21,"South East Asian",NA,"English",NA,NA,NA,"7. Completely fluent","Filipino","10","13",NA,NA,"Mostly right handed","Moderately liberal",4,1,1,4,2,4,4,4,2,2,4,2,2,1,1,1,4,1,5,4,4,3,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"40430107","Yes",1,NA,22,"East Asian",NA,"Mandarin",NA,NA,"6","4","Canada","6","17","Nonreligious",NA,"Mostly right handed","Slightly liberal",3,5,4,6,3,6,6,1,4,3,5,4,1,4,5,6,7,5,1,5,7,7,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
"20530814","Yes",1,NA,22,"South Asian",NA,"Both English and another language",NA,"Tamil",NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Agnostic",NA,"Mostly right handed","Strongly liberal",4,3,3,5,3,5,5,5,3,3,5,3,3,3,5,3,3,3,4,3,5,3,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
"27760405","Yes",1,NA,22,"South East Asian",NA,"English",NA,NA,NA,"7. Completely fluent","Thai","20+","1","Buddhist",NA,"Mostly left handed","Moderately liberal",4,3,5,6,5,6,6,6,6,5,7,6,5,5,6,6,6,5,7,5,6,5,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
"36601126","I don't know",3,"fluid",21,"European",NA,"Other","russian",NA,"17","7. Completely fluent","russian canadian","17","4","Buddhist",NA,"Mostly right handed","Strongly liberal",4,4,4,4,4,4,5,4,5,5,4,2,3,3,4,4,4,4,4,4,5,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"39230607",NA,1,NA,22,"East Asian",NA,"Cantonese",NA,NA,"18","7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Buddhist",NA,"Mostly right handed","Slightly liberal",5,3,3,5,4,5,4,5,5,5,6,3,5,4,3,5,5,6,5,5,6,3,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"34890415","I don't know",1,NA,22,"East Asian",NA,"English",NA,NA,NA,"6","canadian",NA,"Not applicable--I was born in Canada",NA,NA,"Mostly right handed","Slightly liberal",5,2,3,3,3,3,3,3,3,3,5,3,5,3,2,2,2,3,2,2,5,3,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
"54540915","Yes",1,NA,22,"East Asian",NA,"Both English and another language",NA,"Cantonese",NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Christian",NA,"Mostly right handed",NA,5,7,5,7,7,7,4,5,NA,7,5,NA,5,7,7,7,7,7,NA,7,7,4,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3,4,0,1
"38791223","Yes",2,NA,21,"East Asian",NA,"Korean",NA,NA,"10","6","Canadian","10","11","Nonreligious",NA,"Mostly right handed","Moderately conservative",3,1,1,7,2,6,7,4,6,2,4,2,4,2,1,1,3,1,4,5,5,5,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"25571107","I don't know",1,NA,21,"South Asian",NA,"English",NA,NA,NA,"7. Completely fluent","British","12","9","Agnostic",NA,"Mostly right handed","Strongly liberal",4,5,5,5,5,6,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"49350506","I don't know",1,NA,23,"South East Asian",NA,"Mandarin",NA,NA,"7","5","Malaysia","5","18","Buddhist",NA,"Mostly right handed","Moderately liberal",4,1,1,2,2,2,2,2,1,1,4,2,3,2,2,2,2,2,2,2,5,5,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"36850918","Yes",1,"Woman",22,"East Asian",NA,"Mandarin",NA,NA,"6 years","5","Chinese","5","18","Nonreligious",NA,"Mostly right handed","Neutral/moderate",3,2,4,4,5,5,5,2,4,3,4,2,2,4,5,5,6,6,5,6,6,6,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"41880619","No",2,NA,27,"Other","Jewish","English",NA,NA,NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Jewish",NA,"Mostly right handed","Moderately liberal",5,4,4,5,4,5,5,3,2,2,2,1,2,3,2,2,2,2,5,2,5,6,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"24571106","Yes",1,NA,21,"South East Asian",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian",NA,NA,"Sikh",NA,"Mostly right handed",NA,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"43221107","Yes",1,NA,21,"European",NA,"Both English and another language",NA,"Swedish",NA,"7. Completely fluent","Canadian",NA,NA,"Christian",NA,"Mostly right handed","Slightly liberal",5,4,4,5,6,4,6,5,6,5,5,4,4,4,4,5,6,6,6,6,6,6,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
