"duration","HSP ID","help","Gender","Gender_Other","Age","Culture","Culture_Other","First_Lanuage","First_Lanuage_O","First_Lanuage_2","English_Years","English_Fluent","Nationality","Years_Canada","Old_Move_Canada","Religion","Religion_Other","Handedness","Political","Year_School","Sex_Orientation","Sex_Orient_Othr","UBC_Faculty","Faculty_Other","Major","Country_Born","country_born_2","Mom education","Dad education","Family.income","Attn","Attnother","BIological.sex","age.30","age.28","CG1","CG2","CG3","CI1","CI2","CI3","SS1","SS2","SS3","SO1","SO2","SO3","DM1","DM2","DM3","DP1","DP2","DP3","DG1","DG2","DG3","duration_decline","HSP ID_decline","help_decline","Gender_decline","Gender_Other_decline","Age_decline","Culture_decline","Culture_Other_decline","First_Lanuage_decline","First_Lanuage_O_decline","First_Lanuage_2_decline","English_Years_decline","English_Fluent_decline","Nationality_decline","Years_Canada_decline","Old_Move_Canada_decline","Religion_decline","Religion_Other_decline","Handedness_decline","Political_decline","Year_School_decline","Sex_Orientation_decline","Sex_Orient_Othr_decline","UBC_Faculty_decline","Faculty_Other_decline","Major_decline","Country_Born_decline","country_born_2_decline","Mom education_decline","Dad education_decline","Family.income_decline","Attn_decline","Attnother_decline","BIological.sex_decline","age.30_decline","age.28_decline","CG1_decline","CG2_decline","CG3_decline","CI1_decline","CI2_decline","CI3_decline","SS1_decline","SS2_decline","SS3_decline","SO1_decline","SO2_decline","SO3_decline","DM1_decline","DM2_decline","DM3_decline","DP1_decline","DP2_decline","DP3_decline","DG1_decline","DG2_decline","DG3_decline","item_decline_total","Age_Group","keep_case"
11,"48481229","Yes",2,NA,23,"South Asian",NA,"English",NA,NA,NA,"7. Completely fluent",NA,NA,"Not applicable--I was born in Canada","Atheist",NA,"Mostly right handed","Strongly liberal",4,"Gay/lesbian only",NA,"Faculty of Arts",NA,"Psychology","Canada",NA,"Professional or Graduate Degree (e.g., PhD, MD)","Professional or Graduate Degree (e.g. PhD MD)","$100,001 - $150,000","Other (Please specify below)","Decision Making","Male","Yes","Yes",3,3,6,3,7,7,2,7,1,5,3,1,1,6,6,6,3,7,6,6,7,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
17,"23700106","Yes",2,NA,24,"South Asian",NA,"Both English and another language",NA,"Tamil",NA,"7. Completely fluent","Sri Lankan",NA,"Not applicable--I was born in Canada","Hindu",NA,"Mostly right handed","Neutral/moderate",4,"Heterosexual/straight only",NA,"Faculty of Arts",NA,"Psychology","Canada",NA,"Less than high school","4 year degree (e.g.Bachelor's degree)","$15,001 - $25,000","Other (Please specify below)","Decision Making","Male","Yes","Yes",2,2,2,2,2,2,3,4,3,6,5,3,2,2,2,2,2,3,3,3,4,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
6,"23491121","No",3,NA,23,"East Asian",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Agnostic",NA,"Mostly right handed","Strongly liberal",4,"Other","Asexual","Faculty of Arts",NA,"Psychology, English Literature","Canada",NA,"2 year degree (e.g., technical college degree)","4 year degree (e.g.Bachelor's degree)",NA,NA,"Decision Making","Female","Yes","Yes",2,2,4,5,6,5,4,4,4,4,3,3,1,5,5,4,5,6,5,5,6,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
15,"26300522",NA,1,NA,24,"East Asian",NA,"Mandarin",NA,NA,"18","7. Completely fluent","Taiwanese Canadian","18","6","Buddhist",NA,"Mostly right handed","Neutral/moderate",4,"Bisexual (equally Heterosexual/straight and Gay/lesbian)",NA,"Faculty of Arts",NA,"Psychology","Taiwan",NA,"4 year (e.g., Bachelor's degree)","4 year degree (e.g.Bachelor's degree)",NA,"Other (Please specify below)","Decision Making","Female","Yes","Yes",4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
7,"34320822","Yes",1,NA,23,"European",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Atheist",NA,"Mostly right handed","Strongly liberal",4,"Heterosexual/straight somewhat more",NA,"Faculty of Arts",NA,"Psychology","Canada",NA,"2 year degree (e.g., technical college degree)","2 year degree (e.g.technical college degree)","Above $150,000","Other (Please specify below)","Decision Making","Female","Yes","Yes",5,5,6,7,7,7,6,6,7,6,6,6,4,6,6,6,6,6,6,7,7,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
12,"49160627","Yes",1,NA,25,"European",NA,"Both English and another language",NA,"French",NA,"7. Completely fluent","British and Canadian","20+","2","Other","Not sure","Mostly right handed","Moderately liberal",1,"Heterosexual/straight only",NA,"Faculty of Arts",NA,"Psychology","Other","United Kingdom","2 year degree (e.g., technical college degree)","High school graduate",NA,"Other (Please specify below)","Decision Making","Female","Yes","Yes",1,1,4,1,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,5,5,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
9,"16460314","Yes",3,NA,23,"European",NA,"Both English and another language",NA,"French",NA,"7. Completely fluent","USA/CANADA","3","17","Nonreligious",NA,"Mostly right handed","Strongly liberal",4,"Gay/lesbian somewhat more","Queer","Faculty of Arts",NA,"COGS","United States of America",NA,"4 year (e.g., Bachelor's degree)","Professional or Graduate Degree (e.g. PhD MD)",NA,"Other (Please specify below)","Decision Making","Female","Yes","Yes",5,3,3,5,4,4,5,6,5,5,5,4,5,5,4,5,5,3,5,5,3,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
17,"38791223","Yes",2,NA,22,"East Asian",NA,"Korean",NA,NA,"11","6","Canadian","11","11","Nonreligious",NA,"Mostly right handed","Slightly conservative",4,"Heterosexual/straight only",NA,"Faculty of Arts",NA,"Psychology","Other","Korea","4 year (e.g., Bachelor's degree)","4 year degree (e.g.Bachelor's degree)","$25,001 - $35,000","Other (Please specify below)","Decision Making","Male","Yes","Yes",2,2,5,4,5,6,2,3,2,2,2,2,2,2,2,2,2,4,2,2,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
20,"37000215","Yes",2,NA,23,"Hispanic",NA,"Spanish",NA,NA,"17","7. Completely fluent","Ecuadorian","2","18","Atheist",NA,"Mostly right handed","Slightly liberal",4,"Heterosexual/straight only",NA,"Faculty of Arts",NA,"Honors Psychology","Other","Ecuador","Professional or Graduate Degree (e.g., PhD, MD)","4 year degree (e.g.Bachelor's degree)","Above $150,000","Other (Please specify below)","Decision Making","Male","Yes","Yes",5,5,6,7,7,7,3,3,5,5,1,1,5,6,7,6,7,7,6,7,7,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
13,"24571106","Yes",1,NA,23,"South East Asian",NA,"English",NA,NA,NA,"7. Completely fluent",NA,NA,NA,"Sikh",NA,"Mostly right handed",NA,5,NA,NA,"Faculty of Arts",NA,"psychology","Canada",NA,NA,NA,NA,"Other (Please specify below)","decision making","Female","Yes","Yes",2,2,4,4,4,4,4,3,3,3,2,4,4,2,2,2,2,4,2,2,2,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
19,"37191212","I don't know",1,NA,23,"East Asian",NA,"Korean",NA,NA,"15","7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Nonreligious",NA,"Mostly right handed","Moderately liberal",5,"Heterosexual/straight only",NA,"Faculty of Pharmaceutical Sciences, Faculty of Science",NA,"Pharmacy, Biology","Canada",NA,"Professional or Graduate Degree (e.g., PhD, MD)","Professional or Graduate Degree (e.g. PhD MD)","Above $150,000","Other (Please specify below)","Decision Making","Female","Yes","Yes",3,6,2,5,5,2,5,5,3,5,6,5,2,2,2,5,5,6,6,6,6,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
11,"38560109","Yes",2,NA,23,"European",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian",NA,NA,"Christian",NA,"Mostly right handed","Moderately liberal",5,"Heterosexual/straight only",NA,"Faculty of Science",NA,"Behavioural Neuroscience","Canada",NA,"4 year (e.g., Bachelor's degree)","4 year degree (e.g.Bachelor's degree)","Above $150,000","Other (Please specify below)","Decision Making","Male","Yes","Yes",6,5,7,7,7,7,6,7,7,7,7,5,5,5,5,6,6,6,6,6,7,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
12,"45920218","Yes",1,NA,23,"European",NA,"Both English and another language",NA,"russian",NA,"6","russian/ukrainian","20+","2","Nonreligious",NA,"Mostly right handed","Moderately liberal",4,"Bisexual (equally Heterosexual/straight and Gay/lesbian)",NA,"Faculty of Arts",NA,"psychology","Other","russia","4 year (e.g., Bachelor's degree)","Some college","$100,001 - $150,000","Other (Please specify below)","Decision making","Female","Yes","Yes",5,5,5,1,2,3,1,2,1,5,5,5,7,7,7,5,3,7,5,7,3,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
9,"31030927","Yes",1,NA,22,"Middle Eastern",NA,"Other","Arabic",NA,"20","7. Completely fluent","Canadian","10","3","Muslim",NA,"Mostly right handed","Moderately liberal",5,"Heterosexual/straight only",NA,"Other","Non-Degree Student","Graduated in 2019 with BSc in Cognitive Systems","Other","United Arab Emirates","4 year (e.g., Bachelor's degree)","4 year degree (e.g.Bachelor's degree)",NA,"Other (Please specify below)","Decision Making","Female","Yes","Yes",6,6,7,5,5,5,3,3,3,4,3,4,3,4,3,4,5,5,4,5,6,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
54,"53990805","Yes",1,"na",40,"European","na","English","na","na","na","7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Christian","na","Mostly right handed","Moderately conservative",3,"Heterosexual/straight only","na","Faculty of Arts","na","Psychology","Canada","na","High school graduate","High school graduate","Above $150,000","Other (Please specify below)","Decision Making","Female","No","No",7,7,6,7,6,7,6,7,6,6,5,6,5,5,5,6,6,6,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
24,"29860914","Yes",1,NA,47,"European",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Other","A mishmash","Mostly right handed","Moderately liberal",4,"Heterosexual/straight mostly",NA,"Faculty of Arts",NA,"Psychology","Canada",NA,"Some college","High school graduate","$25,001 - $35,000","Other (Please specify below)","Decision Making","Female","No","No",7,3,5,2,4,5,5,5,4,5,1,3,1,1,3,5,2,6,5,6,5,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
13,"26660928","Yes",1,NA,22,"East Asian",NA,"English",NA,NA,NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Christian",NA,"Mostly right handed","Slightly liberal",4,"Heterosexual/straight only",NA,"Faculty of Arts",NA,"Psychology","Canada",NA,"4 year (e.g., Bachelor's degree)","2 year degree (e.g.technical college degree)","$35,001 - $50,000","Other (Please specify below)","Decision Making","Female","Yes","Yes",5,3,6,5,5,5,3,4,5,4,5,4,5,5,5,6,6,4,3,5,3,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
20,"20181109","Yes",2,NA,22,"European",NA,"Both English and another language",NA,"Hebrew",NA,"7. Completely fluent","Israeli-Canadian","20+","3","Jewish",NA,"Mostly right handed","Neutral/moderate",5,"Heterosexual/straight only",NA,"School of Kinesiology",NA,"Interdisciplinary Major in Kinesiology","Other","Israel","Professional or Graduate Degree (e.g., PhD, MD)","Professional or Graduate Degree (e.g. PhD MD)","Above $150,000","Other (Please specify below)","'Decision Making'","Male","Yes","Yes",6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,5,6,7,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
27,"16930616","No",1,NA,NA,"South East Asian",NA,"Tagalong",NA,NA,"30","7. Completely fluent","canadian","8","20+","Agnostic",NA,"Mostly right handed","Strongly liberal",4,"Heterosexual/straight only",NA,"Faculty of Arts",NA,NA,"Other",NA,"4 year (e.g., Bachelor's degree)","4 year degree (e.g.Bachelor's degree)","$75,001 - $100,000","Predictions of your own behavior",NA,"Female","No","No",5,6,6,6,5,6,6,6,6,5,6,6,6,5,6,6,6,6,6,6,5,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1
12,"30060515","I don't know",1,NA,23,"South East Asian",NA,"Korean",NA,NA,"15","7. Completely fluent","Canadian","15","8","Christian",NA,"Mostly left handed","Slightly conservative",4,"Heterosexual/straight only",NA,"Faculty of Arts",NA,"Psychology","Other","Kuwait","4 year (e.g., Bachelor's degree)","4 year degree (e.g.Bachelor's degree)","$75,001 - $100,000","Other (Please specify below)","Decision Making","Female","Yes","Yes",5,5,6,5,5,6,5,6,5,4,3,3,3,5,5,4,3,5,4,5,5,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
14,"18070701","I don't know",2,NA,23,"East Asian",NA,"Mandarin",NA,NA,"19","7. Completely fluent","Canadian","13","10","Atheist",NA,"Mostly left handed","Slightly liberal",4,"Heterosexual/straight only",NA,"Faculty of Arts",NA,"Psychology","China",NA,"High school graduate","Some college","Above $150,000","Other (Please specify below)","Decision Making","Male","Yes","Yes",4,4,5,6,6,6,2,6,4,6,2,4,5,5,6,5,6,6,5,7,7,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
8,"22791016","No",1,NA,23,"Other","east asian/ european","English",NA,NA,NA,"7. Completely fluent","canadian",NA,"Not applicable--I was born in Canada","Nonreligious",NA,"Mostly right handed","Strongly liberal",4,"Bisexual (equally Heterosexual/straight and Gay/lesbian)",NA,"Faculty of Arts",NA,"psychology","Canada",NA,"High school graduate","4 year degree (e.g.Bachelor's degree)","$50,001 - $75,000","Other (Please specify below)","decision making","Female","Yes","Yes",1,1,1,1,5,2,2,4,2,2,2,2,2,2,2,2,2,6,3,6,6,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
22,"42351202","No",2,NA,23,"East Asian",NA,"Korean",NA,NA,"17","7. Completely fluent","Canadian","17","7","Christian",NA,"Mostly right handed",NA,4,"Heterosexual/straight only",NA,"Faculty of Arts",NA,"psychology",NA,"korea","High school graduate","Some college","$100,001 - $150,000","Other (Please specify below)","Decision Making","Male","Yes","Yes",7,7,7,7,5,7,5,6,7,5,2,2,6,7,7,7,7,5,5,7,6,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
21,"42700927","Yes",1,NA,NA,"East Asian",NA,"Both English and another language",NA,"Cantonese",NA,"7. Completely fluent","Canadian",NA,"Not applicable--I was born in Canada","Christian",NA,"Mostly right handed",NA,5,"Heterosexual/straight only",NA,"Other",NA,NA,"Canada",NA,"Some college","Some college",NA,"Other (Please specify below)","Decision Making","Female","Yes","Yes",2,2,4,4,4,4,3,4,4,4,2,2,4,2,2,5,2,4,3,5,6,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1
